"job_title","company","location","description"
"Back End Software Engineer","Buxton","Fort Worth, TX 76137","Buxton is seeking a passionate, heavy-hitting, Back-End Software Engineer to join our team. In this important role, you will join a strong and energized Agile team utilizing the latest and greatest in cutting edge technology to make a measurable impact on our organization.The Back End Software Engineer is a solid, positive, and innovative individual who thrives in a group with a small-team but big-ideas mentality and a lot of meaningful collaboration between engineers, product managers, and designers. Working on projects that are the lifeblood of the organization, your confidence and background in system architecture and coding in full platform build outs will allow you to thrive in a culture that supports you and your ideas.Only LOCAL candidates will be considered for this position.Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Buxton (i.e., H1-B visa, F-1 visa (OPT), TN visa or any other non-immigrant status).ResponsibilitiesBuild robust and scalable software in a major programming language like C#, Java, etc.Design and create services and system architecture for your projects, and contribute and provide feedback to other team membersHelp improve our code quality through writing unit tests, automation and performing code reviewsParticipate in brainstorming sessions and contribute ideas to our technology, algorithms and productsWork with the product and design teams to understand end-user requirements, formulate use cases, and then translate that into a pragmatic and effective technical solutionDive into difficult problems and successfully deliver results on scheduleSkills and AttributesA track record of projects completed on time – you are a flawless executor, not a procrastinatorSolid OOP and software design knowledge – you should know how to create software that’s extensible, reusable and meets desired architectural objectivesRequirementsBachelor’s degree in computer science or related discipline is preferredExperience with C#, .Net Framework, .Net Core, and ASP.NET.2+ years of professional software engineering experience2+ years of recent hands-on coding and software designExperience with Web services development and testing, version control systems and design patternsBasic SQL Experience is preferred (DML, DDL, SQL Tuning, etc)Willingness to learn new technologies (experience with other object-oriented languages is okay too, but our code base is C# so you should be able to get up-to-speed quickly)Experience with Linux/Unix and scripting languages like Python, Perl, shell scripting, is a plus"
"Systems Software Engineer III (Java)","Lifetouch Portrait Studios Inc.","Eden Prairie, MN 55344","Lifetouch, a Shutterfly Company has a key opportunity available for a Systems Software Engineer III. We are seeking an experienced Software Engineer to join our team of talented and highly dedicated IT professionals. If you are passionate about problem-solving and innovation, this is an excellent career opportunity for you.Summary:The Systems Software Engineer programs new applications and modifies existing computer information systems including business applications and web solutions. This role is engaged throughout the application development lifecycle, providing technical expertise, to analyze, design, develop and test applications, ensuring business requirements are met.Primary Duties and ResponsibilitiesCodes, tests, and debugs programs, ensuring business requirements are met and documentation is created andDesigns database architecture to integrate applications.Troubleshoots and quickly solves problems, as well as fixes reported defects to ensure proper functionality.Leverages and builds technology knowledge to act as a subject matter expert.Ensures compliance with development standards.Safe-guards all customer, employee and company proprietary and personal information ensuring customer and employee data is kept confidential at all times.Additional Duties and ResponsibilitiesCollaborates on and supports the creation of application architecture.Provides technical support for business systems in response to outages.Acts as liaison, between IT functional unit and cross-functional project teams and participates as project team member.Performs other projects or miscellaneous duties as requested or assigned.EducationBachelor’s degree in computer science, MIS or equivalent related experience.Experience5-8 years in Java software development, developing and designing applications.Designing architectures to meet requirements utilizing technologies across application tiers:Client-side (e.g., Java, Javascript, HTML, CSS)API use and development (e.g., REST, JSON, XML, SOAP)Relational database (e.g., Oracle, MySQL, SQL Server, no-SQL databases), preferredAWS Cloud Services & Developer ToolsWeb Servers (e.g., Tomcat, Apache, Glassfish), strongly preferred.Working in a cross-functional environment.Other (knowledge, skills, and abilities):Java programming (e.g., threading, I/O optimization, OOD).Basic knowledge and understanding of programmatic image manipulation (e.g., JavaFX, Intel image libraries).Knowledge and use of technology stack: Java, Git, Maven.Strong technical knowledge of the business specific functional/operational areas and IT technologies involvedSolid understanding of SOA.Ability to design, prototype and assess architecture solutions.Knowledge of data privacy issues and laws.Strong interpersonal and collaboration skills.Demonstrated ability to work with others at all levels of the organization.Strong oral and written communication skills, including presentation skills.Advanced analytical, critical thinking and problem solving skills.Ability to manage and prioritize work.Demonstrated ability to manage multiple priorities and challenges.Detail oriented in the execution and follow-up of work.Ability to effectively manage and lead change.Takes initiative.PI115704314"
"Lead Software Developer - Billing Systems","j2 Cloud Services","Los Angeles, CA 90028","The Lead Software Developer (Billing Systems) will lead a team of software developers delivering high-volume, flexible, and performance billing systems for our best-in-breed solutions for enterprise and mission-critical fax and document exchange customers. This involves real-time and batched operations for millions of credit card and other payment transactions per month across a portfolio of SaaS offerings. The Lead will manage the coding practices of the team, perform code reviews, mentor team members, and coordinate with Quality Assurance, Technical Project Management, and Product Management peers to deliver high-quality code that solves important business problems in a predictable and repeatable manner.DutiesFull responsibility for delivering solutions into production (working through operations teams).Full responsibility for the quality of code for which the team is responsible (either through personal review or thoughtful delegation).Some coding required (this is not a pure management role).Responsible for training and mentoring developers on the team and recommending actions around hiring, firing and promotions.Responsible for architectural decisions with consultation from other members of engineering leadershipDaily coordination of development activities with Product and Project Managers and other Lead Developers.Working closely with distributed development and QA resources in several countries.Assisting in the design and evolution of the company’s software development process and ensuring your team’s compliance with those processes.Designing and developing new features based on product specifications.Troubleshooting production issues and providing configuration or coding changes to fix them.Refactoring existing code to improve efficiency, extensibility, and maintainability.Identifying and evaluating new techniques, tools, and technologies to expand the team’scapabilities.Reviewing test plans, test cases, and automated test scripts created by QA team members.Participate in the development and evangelization of the Java and/or Node.js coding standards within the organization.Displays solid fiscal responsibility by managing and adhering to budgets and always seeking out operating efficiencies and economies.Works with Technical Project Management to create and maintain the prioritized backlog and schedule for the team.Demonstrates an inclusive, roll-up-your-sleeves work ethic by showing a willingness to participate in daily workloads when needed to make deadlines.Contributes to team effort by accomplishing related results as needed.Qualifications/RequirementsMinimum of 8 years of experience in software development, focusing on the use of Java, at least 3 years of which should be high-volume back-end systems4+ years professional experience integrating with payment processing systems4+ years of experience in leading Development Teams2+ years professional experience creating automated unit tests in Java4+ years experience integrating data flows between business-critical systems, with an emphasis on billing and utilization trackingUnderstanding of DevOps and Continuous Delivery Tools such as CodePipeline or JenkinsProficient with Jira, Confluence, and git toolsetExposure to other modern programming languages or frameworks, such as Python and Node.jsProfessional experience with at least one Java framework (e.g. Spring, Spring Boot, etc.), and preferably one or more Node.js frameworks (e.g., Express)Professional experience designing or maintaining an automated build pipeline including elements such as compilation, modularization, web packaging, minification, automated unit testing, etc.Understanding of software development life cycle methodologies (particularly Agile). Hands-on experience with Agile/Scrum & Waterfall process environmentsLeading initiatives where teams were comprised of onshore and offshore resourcesExcellent communication skillsDemonstrated experience successfully leading teams in a dynamic, fast time to market and customer focused environment.Consistently exhibits a personal accountability to outcomes to all team members, peers, and stakeholders.Strong organizational skills, including the ability to respond quickly in a fast-paced environmentAble to prioritize and manage multiple projects simultaneously in order to meet deadlinesAbility to work independently and manage the team in Agile environmentJob Type: Full-timeSalary: $150,000.00 to $160,000.00 /yearWork Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time off"
"Software Design Engineer in Test","AllianceRx Walgreens Prime","Pittsburgh, PA","The IT Engineer III develops and executes assignments that affect multiple components / processes of the specified functional area of the technology operation. Assignments are received in short- and mid-term outcomes that are of complex initiatives and regularly require the application of independent judgment and creativity. Operates within the context of defined operating outcomes.Job ResponsibilitiesDevelops and executes operational activities that impact multiple components / processes of the technology work function, and may include responsibilities, such as:Development and execution of deployment operations for large, complex pre-release, upgrades and current versions of softwareEvaluating compatibility of programs with existing communications hardware and software featuresDevelopment of programs that establish and enhance standardsImproving and monitoring of highly complex featuresDevelopment of complex processes and interface requirementsInterpreting results and analyzing trendsData development in complex areas of specialization and definition of acceptance criteriaPerforms as subject matter advisor to functional area and may become actively involved, as required, to meet schedules and resolve problems highly complex in natureDevelops protocols to support established standards; may develop the technical “vision” and design specifications of assigned projects and may lead in implementationEnsures that defects in assigned projects or programs are tracked and summarizes and presents findings to managementShares information cross-functionally to improve workflow processes. Interacts with internal and external peers and management to share highly complex information related to areas of expertise and/or to gain acceptance of new or enhanced technology / business solutionsParticipates in the development of technical/business approaches and new or enhanced technical toolsProvides subject matter expertise to less experienced team members; may participate in teaching and training members of the work teamMay assist in live site support and incident resolution that may include on-call rotationOther responsibilities as judgment or necessity dictateCityPittsburghBusiness unitCorporateStatePennsylvaniaRequired qualifications, skills and experienceBachelor's degree in Computer Science, Information Technology or equivalent combination of education and/or relevant work experience5 years’ work experience in a technical engineering role, such as software development, release management, deployment engineering, site operations or technical operationsAdditional QualificationsExperience in technology infrastructure, such as network, monitoring, systems, databases, etc.Experience establishing and maintaining relationships with individuals at all levels of the organization, in the business community and with vendorsExperience using time management skills such as prioritizing/organizing and tracking details and meeting deadlines of multiple projects with varying completion datesExperience analyzing and reporting data in order to identify issues, trends, or exceptions to drive improvement of results and find solutionsExperience identifying operational issues and recommending and implementing strategies to resolve problemsWilling to travel up to 10% of time for business purposesDesired qualifications, skills and experienceExperience identifying the relationship of bugs to software codeExperience developing design specifications, test plans and protocolsKnowledge of IT technologies"
"Software Developer","KeyCentrix","Wichita, KS 67220","\"About KeycentrixKeycentrix™ is a software and technology company based in Wichita, Kansas. For over 40 years, we have provided powerful and affordable software that helps Independent Retail and Mail-order Pharmacies thrive. We also provide best-in-class software solutions for Specialty Pharmacies with Newleaf®, allowing pharmacies to run better, smarter, and faster, while maintaining high-touch care for the communities and patients served. Learn more about our full range of software and IT services at keycentrix.com.We are proud to announce that we recently won the prestigious 2019 Surescripts White Coat Award™ for e-prescriptions accuracy.https://www.pharmacytimes.com/news/keycentrix-wins-surescripts-2019-white-coat-award-for-prescription-accuracyPeople with a Purpose.  At Keycentrix, we love what we do and the businesses we build and improve upon everyday. This makes our work fun and rewarding.We offer great employee benefits including: Medical, Dental, Vision, Life and Disability Insurance; a great 401(k) plan and paid time-off benefits (vacation, PTO for sick leave, paid holidays, paid time off for volunteer activities), and a matching contributions program for charitable giving.Our Company strives to treat all employees as VVIP’s – Very Very Important People and we do our best to create a place where employees enjoy coming to work.We also enjoy giving some of our time and profits back to our communities. We look for ways we can demonstrate giving, compassion and help to those in need around us. That’s why volunteer activities are celebrated and encouraged among our employees. Everyday we’re building an environment that encourages us to do what we can to better the lives of others.Keycentrix is a member of the Cochener Garvey Capital Partners, Inc. family of business. www.cgcpi.comThe PositionThe Software Developer has a passion for producing simple and complex efficient code which provides flexibility, re-usability, and ease of implementation. The ideal candidate will have an understanding of and experience with WinForms, WebServices and SQL databases. This individual will have good communication skills and work well with others, partnering with all team members and subject-matter experts to deliver solutions. The individual must also be able to accurately forecast the effort required to develop, implement and deliver on time. Necessary traits include creativity, ability to multi-task, and a strong desire to acquire further skills and expertise. Flexibility and a \"\"can-do"
"Software Engineer","Fetch Rewards","Chicago, IL 60654","At Fetch Rewards, we have two sayings that sum up the ethos of our organization launched in 2013:Defeat the Odds!What's next?Our vision is to leverage technology to transform shopping into an engaging, rewarding, and delightful experience, ultimately propelling the time-worn grocery shopping experience into the 21st century. Our technology platform, based around a free smartphone app, ensures that users have the best shopping experience possible. Headquartered in Madison, Wi with offices in Chicago, Denver and New York, we pride ourselves on two things -- the caliber of our work and the scope of our ambition.Fetch’s next step in evolving the grocery shopping experience will require a Software Engineer. Those that can help us defeat the odds. This role can be based in either Madison or Chicago.We are looking for a Software Engineer. You will build highly performant backend services to integrate seamlessly with our data stores, message queues, mobile and web platforms, and other systems. Success in this role requires the ability to take on challenging problems and design & develop an amazing solution with little to no assistance.In your tool-bagA deep understanding of functional and object-oriented programmingAbility to plan and implement complex data modelsAbility to optimize poorly performing code, data queries, and network requestsUnderstanding of the complexity and failure domains of micro-services and distributed architecturesAbility to troubleshoot large scale production systems and explain both short and long-term solutions with trade-offsEffective communication, including the ability to translate and explain technical issues to non-technical team membersYou have experience withHigh-level languages (Java, Scala, Go)Relational and eventually consistent databases (MongoDB, Postgres, MySQL)In-memory data stores and caches (Redis, Memcache)Version control system (Git)Test writing and quality assuranceService-oriented architectureBonus PointsFull-stack development (Kotlin, Javascript, React, Swift)Messages queue and event streaming (Kafka, Kinesis, Redis Streams)Continuous developmentUndergraduate or graduate degree in computer science, engineering or mathematicsLove of Dogs! . . . Or just tolerance. We're a very canine-friendly workplace.Job Type: Full-timeSalary: $90,000.00 to $200,000.00 /yearExperience:software development: 3 years (Preferred)Education:Bachelor's (Preferred)Work authorization:United States (Required)Additional Compensation:BonusesWork Location:One locationMultiple locationsBenefits:Health insuranceDental insuranceVision insurancePaid time offFlexible scheduleParental leaveRelocation assistanceVisa Sponsorship Potentially Available:No: Not providing sponsorship for this job"
"Lead DevOps Engineer","ManagerPlus","Sandy, UT 84070","Description:ManagerPlus is a growing Cloud (Saas) software company based in Sandy, Ut that is currently looking for a DevOps Engineer. The DevOps Engineer will work closely with the Development, IT, Support, and Quality Assurance departments to monitor and maintain our current Windows based hosted environment as well as help create and roll out a new container-based environment (Windows and Linux). They will also streamline and work on automation tasks related to the build and deployment processes. This role will be the frontline for production related issues that need investigation to determine root cause. In addition, this role will be the final point when pushing new releases to our cloud environments.Primary Responsibilities:Lead efforts in automation and continuous deployment of our applications and servicesMonitor applications for issues and delve further into problems as necessary to determine root causeWork towards continually delivering high quality releasesConfigure and manage production, demo, and QA environmentsDocument and ensure proper procedures are being followed when releasing new code to productionCo-ordinate with many departments to ensure smooth releases and quick turn around on problems encountered by customersPerform ad-hoc tasks as neededProficiently script in at least 1 or more scripting languagesRequired Skills:Bachelor's degree in Computer Science, IS&T, or other technology/engineering related field (Can be waived based on years of experience).Coding Proficiency in a scripting languageKnowledge of Web Server setup and configuration (We primarily use IIS, but knowledge of other servers is valued as well)Understanding of DNSDocker container experienceBasic SQL queryingAdvanced Troubleshooting skillsAbility to take the initiative to pursue assignments, responsibilities, and support requests to a final solutionPreference given for any of the following skills:Azure setup and configurationDomain name configurationUnderstanding of certificatesUnderstanding/Familiarity of Continuous Integration and Build tools (We currently use a combination of TeamCity and OctopusDeploy, but other experience is valued as well)Experience in using Application Performance Management tools (NewRelic, AppDynamics etc.)Automated TestingFirewall ConfigurationLoad Balancer ConfigurationWhat We Offer:Exciting/energetic work environment and creative, fun culture (food, parties, lunches, etc.)Medical, Dental, and 401k benefitsPaid Holidays"
"Internship - Web Developer","BAUER COMPRESSORS, INC.","Norfolk, VA 23502","COMPANY OVERVIEWBAUER COMPRESSORS INC. (BCI) is recognized as the world’s foremost innovative designer and manufacturer of high pressure systems. BCI is specialized in the markets of high pressure breathing air products, GSA/military breathing air products, industrial air and gas products, plastics technology, natural gas, and inert gas compression. Headquartered in Norfolk, Virginia, BCI employs over 250 associates nationwide and reports to its parent company BAUER COMP Holding GmbH in Munich, Germany.POSITION SUMMARYThe Web Developer Intern works collaboratively with our Business Automation and Analytics teams to design, code and modify layouts. The Web Developer Intern will have an opportunity to work on the projects from layout to implementation. Bauer Compressors strives to create visually appealing sites that feature user-friendly design and clear navigation. This internship is a great opportunity to experience various aspects of web development while working for a well-known global industrial company. The Web Developer Intern reports to the Director of Business Automation.JOB FUNCTIONSInclude the following, but other duties may be assigned.Assist in creating and testing various applications for various customer interfacing websites and mobile applications.Write code for the websites and/or applications utilizing security and quality protocols.Create the basic framework of the site and/or application and ensure that it works as expected.Assist with creating the layout and integrate graphics, applications and other content.Evaluate code to ensure that it is properly structured, meets industry standards, and is compatible with browsers and devices.Optimize website performance, scalability, and server-side code and processes.Assist with the builds and release of the web sites and/or applications.Understanding customer and business needs to write the application specification and/or design.ESSENTIAL SKILLS AND EXPERIENCECurrently pursuing an Associate’s or Bachelor’s Degree in Web Development, Computer Science, Application Development, Computer Programming or other related field.Strong understanding of UI, cross-browser compatibility, general web functions and standards.Solid understanding of internet of things, hardware and networking integration capabilities.Solid expertise and hands-on experience with Web Applications and programming languages such as: SQL, HTML, CSS, JavaScript, JQuery and API's.Solid functional knowledge or hands on design experience with Web Services (REST, SOAP, etc.) is needed to be successful in this position.Solid understanding of security principlesMust be detail oriented and able to multitask and prioritize demands.Ability to work under pressure and independently with minimal supervision.Demonstrated organizational and creative problem-solving skills.Ability to communicate information clearly and effectively; listen, maintains confidentiality, speak professionally, and learn process and procedures quickly.Excellent verbal and written communication skills required. Must be able to effectively communicate with all levels of employees and management.Ability to learn, interpret and respond to internal customer needs in a timely manner.VALUED BUT NOT REQUIRED SKILLS AND EXPERIENCEExperience with Multimedia Content Development a plus.Web Development experience preferred but not required.Previous internship experiences in Application/Web Development a plus.REPORTING TO THIS POSITIONNo direct reports.PHYSICAL DEMANDS AND WORK ENVIRONMENTThe physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. While performing the duties of this job, the employee is regularly required to sit, stand, walk, use of eyes for close vision, use hands, fingers, grasp, handle, reach, listen, talk and may need to talk on the telephone while taking notes. Occasionally the employee must lift and/or move up to 30 pounds or ask for assistance.This is a temporary part-time position requiring 20 – 25 hours per week. Normal working schedule: Monday thru Friday with a flexible work schedule available. The noise levels in some manufacturing facilities frequently may exceed the normal dBA. The employee is required to wear eye protection when walking through the plant.General sign-off: The employee is expected to adhere to all company policies and to act as a role model in the adherence to policies.Bauer Compressors is an Affirmative Action/Equal Opportunity Employer committed to providing employment opportunity without regard to an individual’s age, color, disability, genetic information, gender, gender identity, gender expression, national origin, race, religion, sexual orientation, or veteran status.An E-Verify Company. A Drug-Free Workplace.Virginia Values Veterans (V3) Employer.XJ6"
"Information Technology Admin Support","Idaho Central Credit Union","Chubbuck, ID 83202","OverviewDo you take pride in knowing you are helping to make things happen?Can you work in a relationship with other people where it requires ongoing flexibility?Do you have an upbeat, positive attitude?Are you good at problem solving?If you can answer yes to these questions, Idaho Central Credit Union may have an opportunity ideally suited for you.The primary function of the IT Admin Support is to assist with common responsibilities as needed throughout the IT Department. Duties include the support and maintenance of mission-critical systems, ensuring uptime and stability. Duties also include daily system resolution by performing system updates, testing, and assisting with new feature roll-outs. Investigate and resolve application functionality related issues and provide support and troubleshooting for users. Assist in managing relationships with 3 party vendors. Help with the creation and execution of software test plans. Help ensure the quality release of software to meet Idaho Central Credit Union business objectives and minimize negative impact to users.This introductory position is designed to prepare the candidate for other permanent openings within the Information Technology department.ResponsibilitiesEffectively and quickly identify, troubleshoot, and resolve day-to-day system issues working with team members and 3 party vendorsSupport the implementation of new releases of softwareSystem configuration and maintenance over multiple systemsConduct system audits and ensure adherence to policies and proceduresActively seek ways to improve system performance, stability, and improve user experienceBasic report creationResearch data integrity issuesParticipate and contribute to ongoing weekly meetings with the IT Team and 3 party vendors to discuss progress and issues to be resolvedAssist with the change roll-out to development, test, training, and production environmentsDevelop, update, maintain, coordinate, and execute test cases associated with software upgrades/releasesIsolate, replicate, and report defects to applicable project managers. Verify defect fixes and provide feedback as needed.Work closely with project teams to ensure test requirements, test solutions and test execution meet quality objectives, project scope, and delivery dates.Other duties as assignedQualificationsAssociates degree required, Bachelor’s degree preferred, in Computer Science, Computer Information Systems or related engineering/math field of study or equivalent experience. 0-5 years’ experience supporting 24x7 production operations, preferably supporting a high availability environment. Self-motivated, ability to prioritize, meet deadlines, manage changing priorities. Willingness to work outside of normal business hours. Excellent oral and written communication skills. Strong analytical and problem solving skills, excellent attention to detail. Knowledge of quality assurance/software testing process preferred. Ability to effectively communicate with Management and Credit Union personnel. Ability to maintain confidentiality of Credit Union and member records at all times.Maintain a high level of professionalism. Demonstrate the ability to work well with others. Must be a motivated individual with strong analytical, problem solving, and root cause analysis skills. Must have the ability to work on multiple, time-critical project simultaneously. Excellent verbal and written communication required. Ability to confidently interact at multiple levels in the organization. Ability to analyze information and evaluate results and chose the best solution and solve problems. Must be willing to comply with the Bank Secrecy Act and USA Patriot Act as implemented by Idaho Central Credit Union.Perform tasks requiring manual dexterity (processing paperwork, filing, stapling, sorting, collating, typing, etc.) Sit for extended periods of time. Lift 20-40 pounds of office supplies (copy paper, computer paper, mail, etc). Repetitive motion using wrists, hands, and fingers. Reach keyboards. Ability to operate basic office machines (calculator, computer, telephone, copy machine, fax machine, etc).(Keywords: Information Technology, Systems, Administrative, Administrator, Bank, Banking, Finance)Must be eligible for membership at Idaho Central Credit Union to obtain employment.EOE/Minorities/Females/Vet/DisabilityIdaho Central Credit Union is a dynamic financial institution that is focused on helping our members achieve financial success. Established in 1940 we have become the largest and fastest growing financial institution in the state of Idaho. ICCU was voted for large companies the Best Place to work in Idaho. We have also been named by S&P Global Market Intelligence as the top performing credit union in the nation. We are a talent based organization looking for talented individuals to help our members achieve financial success."
"Controls Engineer","PW Power Systems","Glastonbury, CT 06033","PW Power Systems LLC (PWPS) is a group company of Mitsubishi Hitachi Power Systems, Ltd. PWPS has leveraged the advanced technology of Pratt & Whitney® proven aircraft engines and uniquely applied it to complex, power-system solutions to become a leader in the global energy market.PWPS has more than 2,000 aero-derivative gas turbines installed in over 40 countries and prides itself on being superior in the gas turbine repair and overhaul sector. The PWPS gas turbine engine portfolio offers competitive, efficient, and flexible products that generate 30 to 140 MW of power. We value positioning partnerships with our customers and work collaboratively to create solutions that optimize energy productivity, reliability, and operational efficiency. Connect with us at www.pwps.com.In this position, the candidate will be responsible for working with the PWPS Controls Engineering Group to implement new controls schemes or modify existing configurations. The preferred candidate shall possess familiarity with Woodward Graphic Application Program (GAP), Woodward NetSim, and MathWorks MATLAB and Simulink.Job SummaryDesign and implement new or existing code for gas turbine controls systemsParticipate in programming, development, and testing of new productsSupport new or existing equipment by providing online or in-person supportDevelop and implement advanced technology solutions and enhancements to the control systemWork collaboratively with Engineering, Suppliers, Marketing, and customers to solve issues that may arise with our productSpecial SkillsFamiliarity with Woodward Governor or GE Control SystemsProgram logic control systems with Woodward GAP, Emerson Ovation, or GE softwareModify existing turbine NetSim models using MathWorks MATLABSelf-starter who thrives in a fast-paced environmentUnderstanding of mechanical and electrical components and schematicsEducation/Experience*B.S. or M.S. in Computer Science and/or Mechanical/Electrical EngineeringFive years Engineering experience in gas turbine controls design is required; gas turbine operational knowledge is a benefitAdditional RequirementMay require up to 25% travel (some international)Job Type: Full-timeExperience:Engineering gas turbine controls design: 5 years (Required)Education:Bachelor's (Required)Work authorization:United States (Required)"
"Software Developer - .NET","Simpson Strong-Tie","Lafayette, IN","Position SummaryThe .NET Software Developer will ensure total customer satisfaction is met or exceeded by designing, modifying, developing, writing and implementing software programming applications.Responsibilities70% of the time you will: Be an integral part of the application development team, with special emphasis on implementing the business logic and data access layer of application code (TSQL, C#, VB.NET and ASP.NET, etc.). Review, analyze and modify existing proprietary applications to correct errors, improve performance and add new features while exceeding coding standards.10% of the time you will: Troubleshoot and fix production issues found by customers and internal consultants, reported by software support team.10% of the time you will: Participate in Sprint Planning, Daily Standups, Sprint Review and Sprint Retros as part of the Agile Scrum software development lifecycle.10% of the time you will: Mentor associate software developers in sound pattern based technical decisions.QualificationsBachelor’s degree in computer science or technology, information systems or software engineering course of study or have relevant experience required.4 years developing with TSQL, C#, VB.NET and ASP.NET.Communication: Ability to write in a clear, concise, organized, and convincing manner for the intended audience. Ability to effectively present information to groups of managers, team members and customers.Teamwork: Ability to build and sustain cooperative working relationships.Organization: The ability to arrange resources to get things done; can orchestrate multiple activities at once to accomplish a goal; uses resources effectively and efficiently; arranges information and files in a useful manner.Problem Solving: Ability to identify the information needed to solve problems effectively.Composure: Ability to stay calm and in control in tense or frustrating situations.Customer Focus: Ability to cultivate relationships that secure commitment and trust with external and internal customer needs.Action Oriented: Ability to willingly take practical action to deal with a problem or situation in a timely manner.Perseverance: Ability to do something despite difficulty or delay in achieving success.Time Management: Ability to organize and prioritize assigned tasks.Advanced understanding of Microsoft development tools such as Visual Studio IDE and SQL Management Studio.Thorough understanding of Microsoft .NET Methodologies: ASP.NET, VB.NET/C#, ADO.NET, TSQL, SOAP and REST Web Services.Fundamental knowledge of JavaScript, jQuery and CSS.Thorough knowledge of residential home building practices preferred.Travel RequiredThis job does not require travel.Work Status & LocationThis full-time, exempt position is located in Lafayette, IN.RelocationRelocation is not available for this position.In keeping with the Company's commitment to the communities in which it does business, we are an equal opportunity employer. This means that to the fullest extent required by local law, employment decisions are based on merit and business needs and not on race, color, citizenship status, national origin, ancestry, sex, gender (which state law may define to include gender identity/expression, transgender identity, pregnancy, childbirth or related medical condition, and gender stereotyping), sexual orientation, age, religion, creed, physical or mental disability, genetic information, medical condition, covered marital status, protected veteran status, or any other basis protected by applicable law.Please note all job offers are contingent upon a successful background investigation and drug test."
"Software Engineer","Liberty Mutual Insurance","Portsmouth, NH 03801","We deliver our customers peace of mind every day by helping them protect what they value most. Our passion for placing the customer at the center of everything we do is driving a transformational shift at Liberty Mutual. Job Introduction:The Corporate Functions Global Talent Technology team is seeking to add a Full Stack Software Engineer to their team. This associate will be experienced, motivated Engineer with both front and back-end skills, to develop software on an Agile team. The team supports Corporate Enterprise Services, working collaboratively with the Product Owner and business stakeholders. The candidate will work on a variety of applications across a diverse portfolio of custom-built and SaaS applications. As the industry changes quickly, we are looking for candidates who can respond to change, pick up new technologies quickly and adapt to changing requirements. The successful candidate will demonstrate pride in their work and have solid design and development capabilities. We value quality code delivery and expect candidates to demonstrate competence in testing practices and available automation. About the job:Collaborate with a team of distributed staff to deliver complex software solutions.Participate in end to end development from design through implementation.In an Agile environment, work with business team members, product owners, and other software engineers to review and qualify business requirements, functional specifications, use-cases, and test plans.Participate in all agile ceremonies, including sprint planning, story refinement, retrospectives, release planning, and work prioritization across the portfolio.Partner with application architects as well as other application teams to implement solutions and ensure effective integration with downstream systems.Identify and recommend appropriate continuous improvement opportunities. Desired skills:Bachelor's Degree in technical discipline preferably computer science or software development.Minimum 2+ years of professional development experience in Java/J2EE (Spring framework a plus).Experience with the following technologies in addition to Java: React, MobX, Semantic UI, MySQL, Oracle, AWS RDS databases, Lambda, Git, and Docker.Knowledge of web service development, design and specifications writing and using REST or SOAP.Some experience in any of the following is a plus: ETL tools such as Informatica, SQL / PL-SQL, AWS RDS, DevOps, CI/CD and MicroServices.Knowledge of IT concepts, strategies, methodologies, architectures and technical standards.Analytical, problem solving, and communication skills.Experience with agile software development concepts and processes.Must be proactive, demonstrate initiative and be a logical thinker.Strong interest in new and emerging technologies.Strong oral and written communication skills; demonstration skills.We take care of our employees…We strongly believe that a great job should keep you happy both at work—and in life. That’s why we offer:Workplace FlexibilityWellness PerksCollaborative workspacesSit/stand desksCareer development, programs and classesDiversity & Inclusion programsCommuter BenefitsAdoption AssistanceCollege Savings PlanEducation reimbursementHackathon EventsLiberty Mutual was named as a ‘2016 Great Place to Work’ by Great Place to Work US.For more info about our benefits -https://libertymutualgroup.com/careers/working-here/benefitsLearn more about Tech at Liberty Mutual - http://www.jobs.libertymutualgroup.com/careers/technology-jobsCheck out our Tech at Liberty Mutual YouTube playlist - https://www.youtube.com/playlist?list=PLxUNmyJ_IIGx9yoUJfQ8k5APAK3-KAa6j"
