Title,Location,Company,Description
IT Marketing/Sales,"Chico, CA",SafePath Products,"Unique Sales/ Marketing Position In Chico, CA

We are looking to fill a new Marketing/Sales position. We have a considerable amount of on-line sales through a multitude of portals; including Lowes, Amazon, Home Depot, Granger and dozens of other affiliate marketers. We manufacture “green building” products for ADA and disability compliance, made from 100% recycle tire rubber.

We have a considerable network of dealers throughout the US and Canada that need our training program(s) and certification they have successfully completed these programs. The need for newsletter(s), posting on social media, Instagram, Facebook, Linked-in and other social and business platforms is significantly needed.

Continual updates to our “WebPress” web site is an ongoing demand. This position will also assist in the processing of these on-line orders, utilizing new software for integration of QuickBooks and our order-taking software Fishbowl and Fishbowl Go. We also have integration with FedEx and UPS that is necessary to know and appreciate.

This can be a 30 or 40 hour week position, with 401K, health benefits, commissions and other compensation packages based upon hard and soft skill sets and the meeting of specified results.

Compensation based on skill-sets offered.

Please contact Tim VanderHeiden SafePath Products at timv@safepathproducts.com"
IT Systems Analyst,"Owatonna, MN","Wenger Corporation
3.6","Information Technology
Wenger Corporation is a privately held, leading manufacturer of high-quality music education, performing arts and athletic products.

As a world-class, international market leader, Wenger Corporation blends the best of big and small companies to provide the ideal size for your ideal career. The company provides a generous compensation and benefits package, wellness programs, the opportunity for development and advancement -- and we wrap it all up in a family-owned, small-company culture where your voice is heard, your name is known, and your impact is felt.

Wenger Corporation is hiring a Systems Analyst responsible for expertise in the area of ERP, CRM, and Reporting Solutions. This position is responsible for the functional and technical expertise of the implemented system modules and expanding knowledge of employees and leadership to utilize data for operational and business functions.

Job Description:
Provide functional/technical expertise and support for the assigned system modules and related functions including but not limited to:
Extract, clarify and document business requirements for software development or report/analytic requests including ROI opportunities.
Design, configure, secure system processes, functions and user screens.
Develop and maintain system documentation and test plans.
Provide functional, development and technical expertise for reporting and analytical needs.
Collaborate with team to identify and analyze information or problems and to achieve team and organizational goals.
Advance company knowledge by understanding business goals and applications, studying new functionality as it’s released, and the techniques used to implement it.
Protect operations by keeping information confidential, understanding and following security policies and adhering to departmental standards, procedures and techniques.
Participate in educational opportunities, read professional publications, maintain personal networks, participate in professional organizations.
Responsible for on-call support of systems.
Perform other duties as assigned or apparent.
Key Competencies:
Demonstrated problem solving skills
Strong attention to detail and commitment to quality
Ability to manage multiple priorities and follow-through
Strong verbal, listening and written communication skills
Ability to work cross functionally and build strong partnerships across the organization
Strategic Thinking - Sees the “big picture”
Minimum Qualifications:
Four (4) year degree or combination of a two (2) year college degree and relevant business experience. Overall business experience a plus.
Demonstrated understanding of ERP and CRM functions, processes and system design technologies/methods. Epicor, Salesforce and Microsoft experience preferred.
General understanding of systems analysis and design, database design and system planning skills.
Willing to travel as needed.
Put your passion to work in an exciting, rewarding industry

that inspires innovation today!

Wenger Corporation is an Equal Opportunity / Affirmative Action Employer

Male/Female/Disability/Veterans"
IT Applications Support Specialist,"Houston, TX","G&A Partners
4.6","For over 20 years, G&A Partners has been helping entrepreneurs grow their businesses, take better care of their employees, and enjoy a higher quality of life by providing proven HR solutions and technology. A growing Houston-based professional services firm, G&A Partners is seeking an IT Applications Support Specialist .
A competitive compensation and benefits package is available to include health benefits and 401(k), recognition awards and bonuses, and the opportunity to work for a highly respected and award winning company.
The Support Specialist will provide technical support to users in multiple levels of experience and system access, prepare documentation, provide training, improve system usability by working with other members of the application team, and support corporate strategies and goals.The position involves heavy telephone traffic, although the specialist may also assist users through emails and messaging as well. It is of utmost importance that the specialist has extensive knowledge of the enterprise applications.

Essential Duties
Provide expertise and technical knowledge about the suite of HRIS and HCM applications being provided both internally and externally to users. Including HRP/Prism, Kronos/SaaSHR, ReviewSnap, Hiring Thing, ClientSpace and other applications as implemented by the company for use.
Answer inquiries and resolve issues with software applications, and escalate or close tickets as necessary.
Train users on specific applications and create user documentation.
Maintain, troubleshoot and configure application as needed.
Tracks all work performed in CRM solution.
Escalate issues to third party vendors as needed.
Maintain third party vendor relationships as assigned.
Escalates issues and involves management in situations and/or projects as needed.
Performs other duties as assigned.

Bachelor's degree in business management or related field.
Two years of experience working in a business analyst role or similar capacity.
Or an equivalent combination of education and experience.
Previous PEO experience is a plus.
Prior HCM software knowledge is a plus.
SaaSHR / Kronos experience preferred."
Analyst-IT Security I FT 8a,"Gainesville, GA","Northeast Georgia Health System
3.5","Improving the health of our community in all we do

Northeast Georgia Health System (NGHS) is a non-profit community health system on a mission of improving the health of our community in all we do. Our team cares for more than 1 million people across the region through four hospitals and a variety of outpatient locations. Northeast Georgia Medical Center (NGMC) has campuses in Gainesville, Braselton, Winder and Dahlonega – with a total of more than 700 beds and more than 1,100 medical staff members representing more than 50 specialties. NGHS also encompasses Northeast Georgia Physicians Group, a multi-specialty group with more than 65 locations, and The Heart Center of Northeast Georgia Medical Center, a cardiology practice with more than 15 locations.

NGHS

Job Summary

Responsible for the building, design and testing of all application security groups, to include but not limited to EPIC, for all users and physicians. Actively coordinates security with application teams across the organization to identify role based security needs and maps security roles to job functions. Responsible to assist with testing and troubleshooting with the end users and ITS staff members. Collaborates with application analyst and end users to ensure they have access to the data that is required to do their job. Maintains system security access across various systems and configures security access based off of signed HIPAA forms.

Minimum Job Qualifications

High School Diploma

2 years of experience in an IT environment is required. In lieu of experience, candidates with advanced degree will be considered.

Essential Tasks and Responsilbities
Understand Business requirements, process, and practice and create a security model to accomplish business objectives.
Certified Epic Security Coordinator with Provider Administration badge.
Strong conceptual, analytical, and problem-solving skills.
Ability to work in department and interdepartmentally to articulate ideas, negotiate resolution of issues, and achieve objectives.
Define and enforce role-based access to corporate systems.
Familiarize and support efforts to meet audit regulations and security reporting in conjunction with NGHS internal audit compliance department.
Familiar with HIPAA Security and other regulatory healthcare requirements and provide input on security policy and protocol to ensure compliance.
Educates helpdesk and application teams on security administration, and response.
Reviews new systems for appropriate application security and audit functionality.
Since first opening its doors in Gainesville in 1951, Northeast Georgia Medical Center has added hospital campuses in Braselton, Barrow and Dahlonega – and become Georgia’s most awarded hospital. Some recognitions include being named to these lists:

America’s 50 Best Hospitals – Healthgrades

100 Top Hospitals – Truven Health Analytics

100 Hospitals with Great Heart Programs – Beckers Hospital Review

America’s Top Quality Providers – Carechex

Atlanta’s Top 150 Workplaces – Atlanta Journal-Constitution

Healthcare’s Most Wired Hospitals and Health Systems – Hospitals & Health Networks magazine

NGMC has also been recognized in recent years as Georgia’s #1 Hospital for overall hospital care, overall surgical care, heart care, orthopedic surgery, women’s care and more."
IT Support,"San Francisco, CA",Open Lunar Foundation,"The Responsibilities:
Maintain core services (Confluence, Jira, GitLab, SolidWorks) (updates, uptime, etc)
Maintain core cloud servers (Linux and Windows) (i.e updates, ensuring network operability, monitoring solution)
Keep system documentation up to date
Be aware of backups, and able to resurrect a service if lead is offline
Monitoring of core services (xabbix, nagios, cloudwatch)
Office Network maintenance
Network and physical premise security (video security, physical access systems like key card access)
Available to open or close user accounts
On-site work: Laptop setup and maintenance; Door card maintenance and issuing; Employee security training

The Must-Haves:
Available for bespoke support requests at arbitrary times, although late-night incident response is rarely needed
Comfort with scripting and/or programming in support of automation and tools.
Windows and Linux maintenance experience (Ubuntu prefered)
Familiarity with enterprise security best practices
The Nice-to-Haves:
Familiar with compliance environments. (i.e. PCI, EAR, ITAR)

Culture Fit:
Experience with self-management and small teams: We work closely together across programs and everyone carries a lot of responsibility.
Comfort with collaborative decision making: We are a community oriented, with a flat organizational structure.
Good communication practices: Good listening skills allow us to hear others' inputs and integrate them.
Excited to work closely as a team: We’re committed to sharing feedback and helping one another grow personally and professionally.
Willingness to fail fast, learn, and iterate:This is central to the work that we do."
IT Instructor,"Indianapolis, IN","MyComputerCareer
3.7","Job Summary Position Title: IT Instructor
Reports To: Director of Education
Department: Education
FLSA Status: Exempt
Due to recent explosive growth, a private accredited career college offering programs in Information Technology support, management, networking and cybersecurity is seeking skilled, talented IT instructors for campus locations and LIVE ONLINE training.
Our schools serve the needs of thousands of students while giving employers an educated and skilled workforce in the markets where we operate. More than a general education in computer science or “IT,” the school provides a practical, lab-based curriculum focused on specific in-demand IT certifications designed to prepare students for professional placement and long-term career success. Most students are not IT professionals upon enrollment and may have little to no previous IT training or experience. Therefore, the successful candidate will not only possess the requisite technical skills, but have the communication skills to convey technical information to a non-technical audience in an engaging way.
In keeping with our hands-on approach, Instructors must also possess the “heart of a teacher” and demonstrate genuine commitment to the success of each student. Since programs are designed to prepare students for direct entry into the job market, we specialize in areas of IT for which both job placement and advancement potential are greatest. Our ambition is to prepare the student for his or her future while meeting the needs of employer partners by providing them with skilled, high-value employees. We pledge to accomplish both ends in an encouraging, resourceful, and enabling atmosphere.
Job Responsibilities
As an IT Instructor, you will facilitate ‘real world’ scenario training, providing students with hands-on education where they will actually perform the skills you teach them in class. You will provide students with the education and skills they need to obtain some of the most important and recognized industry certifications and to acquire a new career in the computer industry.
• Using provided curriculum to deliver an excellent classroom experience to students
• Answering students’ questions concisely and accurately
• Providing tutoring on a daily basis
Job Requirements
In the IT Instructor role, you must have a passion for teaching plus demonstrated experience managing student attendance, assignments, and class participation. We seek strong communicators able to captivate and stimulate a large classroom audience. You must be able to manage multiple classes and handle typical student issues. Qualified candidates must possess strong decision making skills and work efficiently with others.
Other requirements of the Instructor role include:
• Experience teaching infrastructure and networking classes
• Previous IT networking, teaching, or training experience
• Ability to obtain industry certifications as required (at company expense)
• Able to work some evening hours and enjoy a 3 day weekend !
MyComputerCareer Perks
• High job satisfaction and personal fulfillment in changing lives for the better
• 100% Paid health, vision, dental insurance
• Aggressive salaries and PTO structure
• Free certification testing/vouchers for Instructors
• Four day work week
• New campuses with up to date facilities, generally in Class A office suites
• Rapid growth and opportunity for advancement in a dynamic environment"
IT Security Administrator,"Miami, FL","TissueTech
4.0","IT Security Administrator
Location


Miami, FL

Job Function


Information Technology

Employment duration


Full time

Apply Now

Job Brief


The Security Administrator will report to the Manager of IT Security and Compliance. This position is responsible for supporting IT Compliance initiatives for new and existing systems.

Position Summary
Comments
The Security Administrator will report to the Manager of IT Security and Compliance. This position is responsible for supporting IT Compliance initiatives for new and existing systems per current Good Manufacturing Practices (GMP), Good Clinical Practices (GCP), Good Laboratory Practices (GLP), FDA, Sarbanes-Oxley, ICH, HIPAA and any other applicable regulatory guidelines. This position will be expected to have Security Operations as well as IT Compliance background and be an adaptable resource, able to help oversee both technical security operations and compliance initiatives. The purpose of Security Administrator role is to assist in implementing and continuously improve an effective and efficient information security program to ensure that security is embedded in all Information Technology services, processes and systems based on asset criticality and business risk. This includes the responsibility to ensure that operational, legal, regulatory and security risks related to IT are assessed and mitigated in a cost-effective manner in accordance with the business requirements and Enterprise Architecture.

Essential Duties & Responsibilities


Descriptor

Essential Duty Definition

Provide security operations services, and champion initiatives to mature Threat & Vulnerability Mana
Provide security operations services, and champion initiatives to mature Threat & Vulnerability Management, Incident Response, Data Privacy and Encryption of data at rest.
Monitor and manage security incidents and breaches and take remedial actions to prevent recurrence.
Monitor and manage security incidents and breaches and take remedial actions to prevent recurrence.
Evaluate business and IT requests for exceptions to IT Policy and Standards.
Evaluate business and IT requests for exceptions to IT Policy and Standards.
Help Facilitate assessment of compliance with Group IT Policies, timely reporting of issues and ensu
Help Facilitate assessment of compliance with Group IT Policies, timely reporting of issues and ensure remedial actions are carried out within agreed timeframes.
Responsible for assisting in ongoing IT GxP Compliance of IT Systems, Audit Remediation, and SOP aut
Responsible for assisting in ongoing IT GxP Compliance of IT Systems, Audit Remediation, and SOP authoring initiatives supporting various IT client organization including but not limited to Sales, Manufacturing, Quality, and R&D business units. Provide support to ensure Change management, CAPA, Deviations, training, SOP and IT systems reviews are conducted in accordance with established policies and procedures.
Ensures that all activities under the control of this position are consistent with corporate and dep
Ensures that all activities under the control of this position are consistent with corporate and departmental goals and objectives, and that all resources are utilized in the most effective manner to accomplish tasks within established time schedules, service levels and budgets.
Review of present systems to determine level of effectiveness, required modifications and/or replace
Review of present systems to determine level of effectiveness, required modifications and/or replacement considering corporate needs and requirements.
Familiarization with enterprise solutions and associated hardware.
Familiarization with enterprise solutions and associated hardware.
Remains abreast of industry trends and technological changes to enhance business security.
Remains abreast of industry trends and technological changes to enhance business security.
Systematically tracks issues and risks inherent to projects. Makes sure mitigation strategies are in
Systematically tracks issues and risks inherent to projects. Makes sure mitigation strategies are in place. Reports progress of issue and risk mitigation strategies.
Assist in project plans and related activities which support key organizational business objectives
Assist in project plans and related activities which support key organizational business objectives and major deliverables for assigned projects.
Monitors and maintains the integrity of established TissueTech Information Technology security polic
Monitors and maintains the integrity of established TissueTech Information Technology security policies, practices, and procedures. Develops and documents standardized user (internal customer) processes and procedures and ""how to"" documentation. Develops and supports standards for use of network services including Active Directory group policies. Recommends policies for desktop hardware and software and writes detailed scopes of work for purchases.
Supports critical systems after hours, nights and weekends as needed. Responds to emergencies on a 2
Supports critical systems after hours, nights and weekends as needed. Responds to emergencies on a 24/7 basis.
Documentation of CAPA and NCR action plans, in conjunction with QC team.
Documentation of CAPA and NCR action plans, in conjunction with QC team.
Supports on-going validation efforts of current processes for FDA compliance, including Part 11.
Supports on-going validation efforts of current processes for FDA compliance, including Part 11.
Will assist in preparation and response to Federal regulatory agencies audits.
Will assist in preparation and response to Federal regulatory agencies audits.
End user account management of SaaS applications as appropriate
End user account management of SaaS applications as appropriate
Any other duties as assigned.
Any other duties as assigned.

Position Expertise/Qualifications

Degree/Diploma Obtained

Program of Study

Preferred/Required

Bachelors
MIS, Computer Science or related technical discipline.
Required

Certification & Licensures

Required/Preferred

Certified Information Systems Security Professional (CISSP)
Preferred
Certified Information Security Manager (CISM)
Preferred
Certified Information Systems Auditor (CISA)
Preferred
Certified Ethical Hacker (CEH)
Preferred

Minimum Years of Experience

Type of Experience

Required/Preferred

3 years
experience in information security operations, governance, and compliance.
Required
3 years
experience supporting Internal and External audits. Experience in an FDA regulated industry performing activities related to qualification, validation and change management of IT systems
Preferred
Experience with Firewall rules and log review, Router logs and ACL’s (Access control lists)
Required

Skills & Abilities


Descriptor

Essential Duty Definition

Effective in negotiations, interpersonal and partnering skills. Conceptualize logical and innovative
Effective in negotiations, interpersonal and partnering skills. Conceptualize logical and innovative solutions to solve complex business problems. Ability to be on call as needed, available for urgent travel needs, when deemed necessary by management, to support enterprise system issues. Team oriented for collaboration across multiple IT areas, and business areas.
Ability to effectively communicate, both orally and in writing.
Ability to effectively communicate, both orally and in writing.
Ability to manage conflicting priorities and customer expectations. Ability to use good judgment, an
Ability to manage conflicting priorities and customer expectations. Ability to use good judgment, analytical abilities, and effective problem-solving skills.
Ability to manage time and workload efficiently, including planning, organizing and following throug
Ability to manage time and workload efficiently, including planning, organizing and following through on a variety of tasks, assignments, projects, and reports, paying close attention to details.
Demonstrated ability to work effectively in a diverse workforce.
Demonstrated ability to work effectively in a diverse workforce.
Roll-up-the-sleeves attitude and a hands-on approach.
Roll-up-the-sleeves attitude and a hands-on approach.
Strong communication and customer focus skills; ability to work with users and vendors on issues and
Strong communication and customer focus skills; ability to work with users and vendors on issues and questions.
Ability to communicate effectively to all levels of the organization by providing clear concise comm
Ability to communicate effectively to all levels of the organization by providing clear concise communication.
Strong collaborative skills; ability to work efficiently with other team members.
Strong collaborative skills; ability to work efficiently with other team members.
Security Incident Event Management tools such as Splunk, AlienVault or RSA NetWitness
Security Incident Event Management tools such as Splunk, AlienVault or RSA NetWitness
Vulnerability tools such as Qualys, Rapid7, Tenable.IO
Vulnerability tools such as Qualys, Rapid7, Tenable.IO

Travel Requirements

% of Travel

Additional Details

Up to 10%
Domestic and International

Essential Physical Requirements

Physical Requirements

Frequency

Weight Ranges

Frequency

ADA Statement
Candidates who cannot perform one or more of these requirements due to disability will be eligible for consideration based on whether the candidate can perform the essential functions of the position with a reasonable accommodation.

Environmental Conditions

Working Conditions

Frequency

Noise Intensity

Frequency"
IT Support Specialist,"Edmond, OK","Life.Church
4.9","The IT Support Specialist provides excellent service to Life.Church staff and ministries by diagnosing, troubleshooting, and resolving technical issues.

You didn’t choose a career in tech because you want to maintain the status quo—you chose it because you’re an innovator. When people around you are content to merely point out problems, you don’t stop until you find solutions better than the ones they hope for. And you won’t settle for using your creativity to do anything less than change the world. Life.Church is where your talents and passions meet. We’re a team of collaborators who challenge each other, push each other, and encourage each other to succeed.
Life.Church embraces the use of technology in the church and is always looking for ways to improve the systems and programs that help share God’s love with the world. The IT Support team works to diagnose, troubleshoot, and resolve technical support issues for Life.Church staff and ministries. We are looking for a customer service guru who knows their way around Windows and Apple applications. If serving others fills your tank, you might be right for this position. Keep reading for more details!
The basics:
An outstanding verbal and written communicator and a problem-solving genius
Great at simplifying complicated issues and creating training resources
Enjoy working in a team environment and want to help those around you
Proactive, flexible, and effective at prioritizing tasks
Have experience supporting both Mac and Windows platforms, as well as a working knowledge of Microsoft Office Suite and other software such as Dropbox, Dialpad, and video conferencing
The works:
Receive and analyze end-user feedback to determine the appropriate course of action
Learn new applications and stay up-to-date on technology trends
Provide excellent customer service to Life.Church staff and volunteers
Monitor the support desk system and respond quickly to new requests
The cherry on top:
Has had previous IT experience including working support desk
Are an A+, MSCE, and/or Apple Certified Technician
Can hold a conversation using music lyrics"
IT Support Specialist,"Knoxville, TN","The IT Company
3.2","Job Overview:

The IT Company is currently looking to fill up our team with more ""A Players"". We are specifically looking to fill the role of IT Support Specialist. This individual will be responsible for working mostly in a remote and/or onsite support role of our customers throughout East TN. The majority of our customers are in the Healthcare industry, so professionals with customer service knowledge and experience are required.

Responsibilities:
Utilize our tools and various technologies to provide a variety of services to end-user clients
Provide Escalated Remote IT Support to End-Users on a day to day basis
Provide Escalated Onsite IT Support to End-Users on a day to day basis
Troubleshoot, Diagnose and Resolve IT Problems related to
Microsoft Windows Servers
Microsoft Office365 and related technologies
Microsoft Azure and Amazon Web Services
Routers, Switches, Firewalls, Access Points & Other Network Devices
VMWare & Citrix Server and Desktop Virtualization Technologies
Microsoft Windows10 Operating System
A variety of desktop applications such as Office, Adobe Acrobat, Quickbooks, etc
A variety of healthcare applications related to practice management and electronic medical records.
Communicate clearly and effectively in a written and oral fashion
Manage personal time effectively and keep up with tickets, time and notes related to work performed
Be available to be on 24/7 call on a rotation with other team members
Other tasks or duties as assigned or required
To be considered for this position you should have a history demonstrating:
Be self-initiating with a positive attitude and high level of confidence
Technical and relational discernment to manage complex situations
Highly customer-focused mindset
Effective communications verbally and written
The ability to prioritize and execute tasks with limited supervision
You will be measured by the following outcomes:
Maintain agreed number of tickets and tasks individually, and team wide, that are completed in a timely manner according to the company SLA.
Update customers, service coordinator and fellow team members who may be involved with assigned tickets and tasks as needed and in accordance with company SLA.
Maintain a daily timesheet and records of your accomplished work.
Complete assigned technical certifications to ensure growth in technical proficiencies.
Maintaining individual and corporate Customer Happiness goals as defined.
You should have qualifications and/or experience as follows:
High school degree, Associates, Bachelors or Technical Degree Desired
2-5 Years IT Experience
Strong desktop operating system and applications knowledge
Strong understanding and experience with ALL Microsoft Windows Server & Application technologies
Strong understanding and experience with Microsoft Office365
Fundamental knowledge and understanding of networking technologies including TCPIP, Routing & Switching, Firewall Policy Management, Remote Access
Knowledge and some experience with Virtualization Technologies from Citrix and/or VMWare
To work at The IT Company the following qualities and traits should resonate with you:
Fun loving & Calm under pressure
Desire to serve others
Desire to ensure customers are happy
Desire to close loops and not leave things undone
Able to prioritize and sequence events logically
Do the right thing attitude
Attention to detail
Passion for learning
Accepts mentoring and leadership from senior team members.
Mentors more junior team members.
Bonus Points:
Background in IT Managed Services
Certifications: Microsoft, VMWare, Citrix, Cisco, Citrix, Fortinet, CompTIA
Associates or Bachelors in Computer Science or related field
Microsoft Windows Server, Active Directory and Exchange
Citrix and VMWare
Networking/Switching hardware
Firewall, EDR, MDR, SEIM, and other Security Technologies
Backup and Recovery software
EMR/EHR/Practice Management Experience
You should be comfortable with the following work conditions and other considerations:
Candidate should have reliable transportation
Candidate should be willing to work nights and weekends
Candidate should be able to lift 50 or more pounds
About Us:

The IT Company is a Knoxville, TN based Outsourced IT Support and Services Provider serving the region within 50 miles of our home. The IT Company serves a select group of clients throughout the area, with a special emphasis on those in highly regulated industries such as Physicians Practices and Community Banks.

We have focused our organization around our simple mission of Happy Customers. We do this by only working with a select group of new customers annually who are seeking a partner who will normalize IT operations by improving policy, process, stability, security, reliability and performance while at the same time ensuring compliance with the various State and Federal regulatory requirements. In our experience those organizations typically require high security, high availability, maximum performance and are many times under regulatory requirements such as HIPAA (Healthcare) and GLB (Banking).

We only hiring team members who are a cultural fit for our organization. Those individuals resonate with our Vision, Mission and Values:
Vision: To build a company where people love to work and love to do business.
Mission: Happy Customers
Values:
Do the right thing
Invest in others
Improve everything
Have fun!
Perks:
Computer
Expense Account
Flexible schedule
Health Benefits
401(k)
Unlimited PTO
Great work environment"
IT Support Specialist,"Knoxville, TN","The IT Company
3.2","Job Overview:

The IT Company is currently looking to fill up our team with more ""A Players"". We are specifically looking to fill the role of IT Support Specialist. This individual will be responsible for working mostly in a remote and/or onsite support role of our customers throughout East TN. The majority of our customers are in the Healthcare industry, so professionals with customer service knowledge and experience are required.

Responsibilities:
Utilize our tools and various technologies to provide a variety of services to end-user clients
Provide Escalated Remote IT Support to End-Users on a day to day basis
Provide Escalated Onsite IT Support to End-Users on a day to day basis
Troubleshoot, Diagnose and Resolve IT Problems related to
Microsoft Windows Servers
Microsoft Office365 and related technologies
Microsoft Azure and Amazon Web Services
Routers, Switches, Firewalls, Access Points & Other Network Devices
VMWare & Citrix Server and Desktop Virtualization Technologies
Microsoft Windows10 Operating System
A variety of desktop applications such as Office, Adobe Acrobat, Quickbooks, etc
A variety of healthcare applications related to practice management and electronic medical records.
Communicate clearly and effectively in a written and oral fashion
Manage personal time effectively and keep up with tickets, time and notes related to work performed
Be available to be on 24/7 call on a rotation with other team members
Other tasks or duties as assigned or required
To be considered for this position you should have a history demonstrating:
Be self-initiating with a positive attitude and high level of confidence
Technical and relational discernment to manage complex situations
Highly customer-focused mindset
Effective communications verbally and written
The ability to prioritize and execute tasks with limited supervision
You will be measured by the following outcomes:
Maintain agreed number of tickets and tasks individually, and team wide, that are completed in a timely manner according to the company SLA.
Update customers, service coordinator and fellow team members who may be involved with assigned tickets and tasks as needed and in accordance with company SLA.
Maintain a daily timesheet and records of your accomplished work.
Complete assigned technical certifications to ensure growth in technical proficiencies.
Maintaining individual and corporate Customer Happiness goals as defined.
You should have qualifications and/or experience as follows:
High school degree, Associates, Bachelors or Technical Degree Desired
2-5 Years IT Experience
Strong desktop operating system and applications knowledge
Strong understanding and experience with ALL Microsoft Windows Server & Application technologies
Strong understanding and experience with Microsoft Office365
Fundamental knowledge and understanding of networking technologies including TCPIP, Routing & Switching, Firewall Policy Management, Remote Access
Knowledge and some experience with Virtualization Technologies from Citrix and/or VMWare
To work at The IT Company the following qualities and traits should resonate with you:
Fun loving & Calm under pressure
Desire to serve others
Desire to ensure customers are happy
Desire to close loops and not leave things undone
Able to prioritize and sequence events logically
Do the right thing attitude
Attention to detail
Passion for learning
Accepts mentoring and leadership from senior team members.
Mentors more junior team members.
Bonus Points:
Background in IT Managed Services
Certifications: Microsoft, VMWare, Citrix, Cisco, Citrix, Fortinet, CompTIA
Associates or Bachelors in Computer Science or related field
Microsoft Windows Server, Active Directory and Exchange
Citrix and VMWare
Networking/Switching hardware
Firewall, EDR, MDR, SEIM, and other Security Technologies
Backup and Recovery software
EMR/EHR/Practice Management Experience
You should be comfortable with the following work conditions and other considerations:
Candidate should have reliable transportation
Candidate should be willing to work nights and weekends
Candidate should be able to lift 50 or more pounds
About Us:

The IT Company is a Knoxville, TN based Outsourced IT Support and Services Provider serving the region within 50 miles of our home. The IT Company serves a select group of clients throughout the area, with a special emphasis on those in highly regulated industries such as Physicians Practices and Community Banks.

We have focused our organization around our simple mission of Happy Customers. We do this by only working with a select group of new customers annually who are seeking a partner who will normalize IT operations by improving policy, process, stability, security, reliability and performance while at the same time ensuring compliance with the various State and Federal regulatory requirements. In our experience those organizations typically require high security, high availability, maximum performance and are many times under regulatory requirements such as HIPAA (Healthcare) and GLB (Banking).

We only hiring team members who are a cultural fit for our organization. Those individuals resonate with our Vision, Mission and Values:
Vision: To build a company where people love to work and love to do business.
Mission: Happy Customers
Values:
Do the right thing
Invest in others
Improve everything
Have fun!
Perks:
Computer
Expense Account
Flexible schedule
Health Benefits
401(k)
Unlimited PTO
Great work environment"
