"job_title","company","location","description"
"CFO","Healthcare Services","Location:","Universal Health Services, Inc. (UHS) is one of the nation's largest and most respected healthcare management companies, operating through its subsidiaries’ acute care hospitals, behavioral health facilities and ambulatory centers nationwide. Founded in 1978, UHS subsidiaries now have more than 65,000 employees. The UHS business strategy is to build or purchase healthcare properties in rapidly growing markets and create a strong franchise based on exceptional service and effective cost control. Our success comes from a responsive management style and a service philosophy based on integrity, competence and compassion. We are currently recruiting for a CFO, Spring Valley Hospital Medical Center, Las Vegas, NV. When it opened in October 2003, Spring Valley Hospital Medical Center was the first acute care hospital in southwest Las Vegas. Since then, the hospital has grown by continuously adding medical services to better meet the needs of the surrounding community. Today, the three-story hospital features 231 patient beds, all private rooms and a comprehensive range of medical services. Job Responsibilities Include: Maximize hospital financial performance. Analyze the profitability of existing hospital operations, product lines, contractual agreements, etc., making recommendations when appropriate for improvement. Act as a change agent to reduce expenses and reduce variation in organization/process/procedures. Metric-focused to target overall hospital improvement in operations and finance. Participate in the hospital financial reporting process. Supervise the preparation of reports outlining hospital’s financial position and operating profit and loss statement. Participate in the preparation and timely filing of federal, state, hospital association, third party, and other financial reports as required. Develop employees through appropriate management practices, creates a hospital climate to motivate employees to highest performance. Establish direction, coaches employees, provides feedback, and builds commitment. Education and Experience Requirements: To be considered for this role, you must possess a working knowledge of GAAP, Medicare and Medicaid regulations, and federal and local tax regulations; knowledge of all business office and other administrative office operations including all processes from registration (pre-registration) through discharge and terminal resolution of the patient bill; knowledge of managed care and other payer processes and agreements, including specific terms for negotiation are required; knowledge of all accounting processes including accounts payable, payroll and general accounting and effective ability to prepare financial statements and operating reports that accurately and timely reflect the entity’s performance. Must be skilled at interpreting the abstract pieces of financial analysis and performance; preparing schedules and reports, using source data and compiling reports from others’ schedules; skill in use of electronic spreadsheets and ability to manipulate data within proprietary and acquired data bases, using ACCESS, ECLYPSIS, or other databases; adept at skillfully communicating ideas and facts, packaging information and concepts in a way that increases understanding by others. You must possess a Bachelor's degree in Accounting, Finance, or other closely-related field and a minimum of 10 years of relevant progressive financial experience, preferably with a healthcare organization. A Master's degree in Accounting, Finance, or other closely-related field is preferred with a minimum of 8 years of progressive financial experience required (healthcare organization strongly preferred).     If you meet the above requirements and are looking for a rewarding career, please take a moment to share your background with us by applying online. UHS offers competitive compensation packages commensurate with experience and a strong benefits program including medical, dental, and life insurances and our 401(k) retirement plan. More information can be found at www.uhscareers.com UHS is not accepting unsolicited assistance from search firms for this employment opportunity. Please, no phone calls or emails. All resumes submitted by search firms to any employee at UHS via-email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of UHS. No fee will be paid in the event the candidate is hired by UHS as a result of the referral or through other means. Click Here To Applyhttps://uhs.ats.hrsmart.com/cgi-bin/pm/click.cgi?job_id=188534&site_id=35"
"implementation","track issues","from development to mission-critical production systems Refine and automate regular processes","\"This is a 6 month \"\"hands-on\"\" position for a MS SQL Server DBA with very good knowledge of AWS as well as good interpersonal and communication skills. Responsibilities The successful candidate must be capable of working independently and collaboratively and will also be responsible for Design"
"Business Analyst","Computer/IT Services","Dallas, TX","BUSINESS ANALYST – CONTRACT – ARLINGTON, TXServes as a liaison between the business community and the IT organization in order to provide technical solutions to meet user needs. Assists in the business process redesign and documentation as needed for new technology.Business Analyst & Requirements:• Bachelor’s degree in Computer Science, Information Systems, or Information Technology preferred (Typically has 7 to 10 years of relevant technical or business work experience.)• Minimum of 5 years of experience in Information Technology Knowledge, Skills, and Abilities: • Must have strong communication skills, written and verbal • Experience interviewing end users to gather requirements • Knowledge of the SDLC • Experience building reports • Expert-level proficiency in the following: o Network concepts including LAN/WAN architectures o Microsoft Visio o Systems Development/Integration Fundamentals o Microsoft Office Suite (Outlook, Word, PowerPoint, Access, Excel) • Ability to learn and understand various systems and databases • Ability to demonstrate professionalism in all internal and external interactions • Ability to analyze situations and challenges in a systematic, logical approach • Ability to analyze data points extracted by automated and manual discovery processes • Intermediate-level proficiency in the following: o Microsoft Project o Multiple Relational Databases including Oracle, SQL Server and MySQLo Java Development o CRM System Fundamentals o Internet and Client Server ArchitecturesFollow us on our BLOG to see more jobs like this: http://dallas.vereduscorp.com / Why Veredus?Candidates work with a professional Recruiter whose average experience is eight years in the industry. That means they have intimate knowledge of the Information Technology industry and market trends - who is in demand now and who will be next. Your Veredus Recruiter will lead you through a thorough screening process in order to understand your skills, experience, needs, and desires. They also counsel their candidates in resume writing, interviewing, and career planning so when there’s a position you really want, you’re fully prepared to get it. . Additionally, if the position is a consulting opportunity Veredus provides full benefits starting Day 1, and at virtually no cost to you. • Medical • Dental • Vision • 401K • Life Insurance ($20,000 benefit)• ATOP - Accrued Time Off Program• Consultant Lunches and Outings • Consultant Web-Site• Name Plates• Care packages/Survival packs• Dedicated Consulting Services RepresentativeVeredus has been recognized as one of the “Best Staffing Firms to Work For” by Staffing Industry Analysts the last 3 years in a row. Nervous about an upcoming interview? Want to be as prepared as possible?Click on the link below and you will have access to the Veredus Interview Prep Video - culled from hundreds of years of collective experience in preparing candidates for that all important job interview: http://vereduscorp.com/career-center / Veredus Corporation is an EEO/Affirmative Action Employer M/F/D/V.Drug testing may be required; please contact Recruiter for more information."
"Business Analyst","Financial Services","West Aliquippa, PA 15001","JOB SUMMARY The Business Analyst is responsible for a full range of activities which promote the operational efficiency and excellence of the business. The Business Analyst will design and document workflows and make appropriate recommendations that will positively impact operational effectiveness. The Business Analyst will track and analyze business department trends and make appropriate recommendations to drive positive departmental change. The Business Analyst will work with Project Management to ensure the success of key projects for the business departments and the company. The Business Analyst will be the functional expert on key business applications and will be the primary point of contact between the business users and IT. ESSENTIAL DUTIES AND RESPONSIBILITIES o Assists Business Unit Leaders in developing tactical and strategic product, services and/or processes to support the business unit's goals (financial, quality, production, customer service, operational efficiency, account management, etc.). o Works closely with IT personnel and business units to identify and maximize opportunities to use information and technology. o Reviews, analyzes, and creates detailed documentation of business systems and user needs; including workflow, business rules, look and feel, and compliance. o Consults with IT and business personnel to determine business, functional and technical requirements for specified applications. o Reviews project plans and other technical documents with IT project staff to ensure business requirements are adequately reflected in technical planning documents. o Develops effective communication and reporting tools. o Analyzes business unit activities. Presents findings and works with the Business Unit Leader and other personnel to identify and implement strategies that will address tactical and strategic goals. o Prepares routine reports and maintains listing of current business/compliance rules including where and how they apply. o Works with Quality Assurance team to ensure features and functions meet business level expectations and vision. o Responsible for ensuring that all documentation accurately reflects the current status of changes and outstanding issues so that business requirements reflect application features and functions. o Works with Development and Production Support to ensure SLA's are being met. o Collaborates with all functional business units to achieve strategic, tactical and project goals. o Provides necessary leadership to identify potential opportunities for improvements and act on them. o All other duties as assigned. MINIMUM QUALIFICATIONS o Undergraduate Degree in Computer Science, Software Engineering, Information Technology, Information Systems, Business, or equivalent work experience. o 4+ years of related work experience. o Financial Services, Mortgage Servicing and Loss Mitigation Experience preferred. o Must be extremely detail oriented, a good problem solver, a good listener, articulate (in both writing and verbal communications), and able to handle projects alone and within a group. o Positive attitude, negotiation skills, strong written and oral communication skills are also required. o Excellent project management and time management skills. o Experience with all aspects of the Software Development Lifecycle; knowledge of successful software development methodologies and best practices. o Ability to solve problems across domains (business, functional, technical, and operational). o Demonstrated ability to create and maintain large sets of documentation; a high level of proficiency with Microsoft Word or other documentation tools; knowledge of SQL editing tools a plus. o Ability to handle change and ambiguity. o Effective in a fast paced environment. o Self starter/motivator. WORK CONDITIONS Working conditions are normal for an office environment. Ability to attend work and be productive during normal business hours and to work early, late or weekend hours as needed for successful job performance. Additional Information:"
"Business Analyst","All","Dallas, TX 75201","Job # : 16-00124Job Title : Business AnalystJob Location : Fort Worth, TXTravel Required : NoOvertime Required : NoPosition Type : Right to HireJob Description : POSITION PURPOSE: Under broad-based direction, interprets business requirements to solve complex business problems using differing technologies and systems views, across multiple functional domains on high profile and/or mission critical efforts and projects, especially projects with high revenue impact.PRINCIPAL DUTIES AND RESPONSIBILITIES: Creates process engineering and business flow assessments to ensure appropriate engineering of solutions.Develops service models and prototypes.Creates and implements customer feedback mechanisms.Uses knowledge of human factors engineering principles to determine solution approach.Integrates business plans with technical programs and project plansServes as conduit between developers, architects and designers, and with internal business partner and/or vendor companiesProvides consultation to users in detailed functionalities of automated systemsSupports development staff by assisting with functionality questions, addressing testing issues, assist with training on new products, leading implementation meetings, and other deployment and delivery functions, as assignedQUALIFICATIONS: Bachelors or Masters degree in Computer Science, Business Administration, or other related field, or equivalent work experience3 to 5 years of relevant technical or business work experienceKnowledge of SDLCExcellent understanding of business systems and industry requirements, and full technical knowledge of systems analysisKnowledge of system flows, engineering documentation, tools and architecture conceptsAbility to plan strategically for current and future business environments, including future technology and business design changes to create flexible solutionsKnowledge of systems flows, engineering documentation, tools and architecture conceptsMust be well organized, thrive in a sense-of-urgency environment, leverage best practices, and most importantly, innovate through any problem with a can-do attitudeProficient in MS Office applicationsExcellent written and verbal communication skills"
"Program Manager","Other/Not Classified","Manhattan, NY 10013","Public Health Solutions is a nonprofit organization that develops, implements and advocates dynamic solutions to prevent disease and improve community health. Founded in 1957 as Medical & Health Research Association (MHRA), we conduct comprehensive research providing insight on public health issues, create and manage community health programs, and provide services to organizations to address public health challenges.  Programs of Public Health Solutions address critical public health needs such as maternal and child health, nutrition, access to health insurance, HIV prevention and care, and smoking cessation. For government agencies, nonprofit organizations and others, Public Health Solutions provides services to enable them to enhance their effectiveness and strengthen their capacity to have an impact and efficiently manage funds. Contracting and Management Services (CAMS) administers approximately $160 million in federal, CDC, City Tax Levy and other City funding for HIV/AIDS care and prevention and community-based human services under contract with the New York City Department of Health and Mental Hygiene (NYC DOHMH).  CAMS has funded services for people living with HIV/AIDS under the federal Ryan White Treatment Modernization Act (also known as the CARE Act) since 1991 and community human services since 2015. Currently, CAMS manages a portfolio of more than 300 contracts with more than 150 community-based organizations, hospitals, clinics, mental health clinics and other organizations that provide direct health, mental health and community-based services, including care and prevention services targeted to people living with and impacted by HIV/AIDS.  In addition, CAMS assists service providers to meet their program goals through a combination of support, guidance, and direction. It promotes effective service delivery and program and fiscal integrity by setting and communicating standards, and by collecting and analyzing information. CAMS, a program of Public Health Solutions, is seeking a Program Manager to provide management of the day-to-day operations for the Programs Unit, which includes ensuring adherence to performance measures (payments, contract negotiations, site visits and all relevant program operations) and monitoring and reporting specific and global trends/issues impacting the effectiveness of administration and monitoring of contracts. Specifically, the Program Manager will:·         Train and supervise Sr. Contract Managers, Contract Managers and Program Assistants through comprehensive orientation, weekly individual supervision and Programs Unit staff meetings.·         Provide support to Programs Unit staff during site visits, modifications, contractor payments, closeouts, and other areas, as needed.·         Assist contractors and Programs Unit staff in developing contract documents that reflect efficient and appropriate use of available resources.·         Ensure that contractors comply with the RFP and program policies and that the Programs Unit staff complies with monitoring obligations·         Review and approves work (site visit reports, contract documents, modifications, compliance related materials, payments, etc.) of Sr. Contract Managers, Contract Managers, and Program Assistants.  ·         Under direction of Deputy Director, Programs, assists in developing policies and procedures for administering contracts. ·         Update policies to reflect grantee/funding source changes, and ensures staff training regarding funding regulations.  ·         Ensure policies and procedures are implemented correctly by staff. Qualifications:·         Bachelor’s degree in human services/public health/public or business administration, Master’s preferred·         5 years’ experience managing health, social services, or related service programs, 6 years preferred·         Effective problem-solving and negotiating skills; strong leadership/motivational skills; strong organizational skills; ability to multi-task; ability to work autonomously within established precedents; excellent verbal and written communication skills·         Experience with staff management or project management; knowledge of HIV service provision;  familiarity with non-profit organizations·         Budgeting/fiscal skills and related contract, program experience preferred  TO APPLY FOR THIS POSITION PLEASE INCLUDE A COVER LETTER AND CLICK ON THE FOLLOWING LINK:  https://sjobs.brassring.com/TGWebHost/jobdetails.aspx?partnerid=26028&siteid=5334&areq=309BR                                            For more information about working at Public Health Solutions, please visit our website at www.healthsolutions.org.  We accept online applications only. Public Health Solutions is an EOE/Minorities/Females/Vet/Disabled"
"Senior Engineer","Education","Natick, MA","Job SummaryThis position is located at The MathWorks Corporate World Headquarters in Natick, Massachusetts.  MathWorks provides relocation benefits to assist with moving to the Natick (Boston Metro-West) area.  We are looking for an experienced software engineer who is good at abstract thinking and algorithm design. Knowledge of Simulink and Model-Based Development is a plus. You will join a dynamic core development team to statically and dynamically analyze models to aid system designers. This position offers you a great opportunity to learn many of our core technologies and apply your design and implementation skills to build parts of our product from ground up.Responsibilities Design data-structures and algorithms for traversing various intermediate representations of graphical design models and building customer visible UIs for visualizing analysis results Participate in architecture and design reviews Develop high-quality implementations and integrate them into a large legacy code-base Work closely with quality engineering, documentation, and program management to ensure consistently high quality software releases Support customer facing engineers in timely resolution of customer issuesMinimum Qualifications A bachelor's degree and 7 years of professional work experience (or a master's degree and 5 years of professional work experience, or a PhD degree) is required.Additional QualificationsThe ideal candidate will have the following minimum qualifications Master's degree and 5 years of professional work experience, or a PhD degree is required Practical C++ experience Solid understanding of object-oriented design principles Experience with large code bases Excellent written and verbal communication In addition the following skills are highly desirable: Experience with Simulink/Stateflow or other graphical development languages. Experience with compiler technologies, intermediate representations, graph theory, data/control flow analysis   Why MathWorks?It’s the chance to collaborate with bright, passionate people. It’s contributing to software products that make a difference in the world. And it’s being part of a company with an incredible commitment to doing the right thing – for each individual, our customers, and the local community. MathWorks develops MATLAB and Simulink, the leading technical computing software used by engineers and scientists. The company employs 3000 people in 15 countries, with headquarters in Natick, Massachusetts, U.S.A. MathWorks is privately held and has been profitable every year since its founding in 1984. MathWorks, Inc. is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other protected characteristics. The EEO is the Law poster is available here."
"Data Scientist","Healthcare Services","Cincinnati, OH 45227","POSITION SUMMARYMedpace is a global, full-service Clinical Research Organization (CRO) specializing in a multitude of therapeutic areas. Our headquarters are located in Cincinnati, Ohio and we are active in over 40 countries across the globe. We continue to grow steadily and are looking to add a full-time, office-based Data Scientist, Analytics to join our team.DESCRIPTION OF JOB DUTIESConfigure interactive reports for physicians, investigators, medical experts, and scientists so that they may understand research progress and patient health;Design reports that anticipates the user’s questions, while giving them the freedom to select, filter and transform the data;Determine how to craft endpoints from raw data, and anticipate the data anomalies and problems that can interfere with the process; andWork closely with Statisticians, Epidemiologists, Medical Experts and Data Managers to plan the process.QUALIFICATIONS/REQUIREMENTSBachelor’s Degree with at least 4 years pharmaceutical SAS  programming experience;Conversant in CDISC  standardsFamiliarity with drug development and post marketing research.Travel: MinimalWHY MEDPACE?Medpace offers work that is both challenging and rewarding. In addition to our compensation and benefits package, including health, dental, PTO, 401(k) with match, and bonuses based on individual and company performance, we also offer a 24-hour on-site fitness facility with a personal trainer, an onsite cafeteria with free lunch daily, and a business casual work environment. WHAT TO EXPECT NEXTWe look forward to receiving your application.  A member of our recruitment team will review your qualifications. If interested, you will be contacted for an interview.EO/AA Employer M/F/Disability/Vets"
"Senior Accountant","Healthcare Services","Nashville, TN 37201","Perform general financial reporting functions and assist in external reporting needs.   Primary Responsibilities Assist in the preparation of all SEC filings (10K, 10Q, etc.) Preparation of standalone GAAP financial statements for our hospitals and health plans Assist in the preparation of all external reporting needs Assist in internal and external audit requests Assist in the preparation of monthly financial reports Responsible for gathering financial data from our hospitals on a quarterly basis Completion of financial and operational analysis Equal Opportunity Employer Minorities/Women/Veterans/Disabled Requirements: Bachelor degree in accounting CPA designation or currently pursing CPA designation 2 to 3 years experience at a public accounting firm or relevant experience in the healthcare industry General knowledge of GAAP and SEC requirements General knowledge of financial statement preparation General knowledge of accounting systems and Microsoft Excel"
"Director of Sales","Telecommunications Services","Dallas, TX 75201","The Director of Sales will be responsible for managing existing customer relationships, developing new customer relationships, as well as retaining and growing BlueStream's current client base.   The successful candidate will process significant experience within the telecom/wireless industry, preferably in the Technology field and selling Data Center and Cloud solutions to tier one operators - specifically AT&T.            Essential Duties and Responsibilities:Proactively identify new opportunities and deliver innovative solutions to customers.  Plan, implement and execute account strategies to increase sales and profitability of BlueStream. Collaborate with Delivery Team and Service Operations Team to develop sales presentations, produce RFPs/RFQs, and ensure flawless delivery of BlueStream’s service offerings and professional services.Work with BlueStream accounts and key client contacts to identify new revenue opportunities within existing account base, as well as meet with customers on a regular basis to ensure strong relationships. Attendance at key customer events, as well as wireless industry events is required.Develop an in-depth understanding of key business drivers, organizational culture and the competitive position of clients.  Research marketplace and competitor service solutions to highlight the value that distinguishes BlueStream's service offerings, turn-key solutions and technology as critical value drivers.Coordinate sales forecasting, planning, and budgeting processes used within the sales organization.Achieve or exceed assigned financial and customer objectives, including Revenue and/or Gross Margin targets (quotas)Willingness and ability to work remotely, as well as travel up to 50% of the time.Preferred Skills and Qualifications:12+ years of experience within the telcom/wireless industry, preferably in the field of Data Center and Cloud Solutions, Network Virtualization, Business Intelligence and Technology.  Experience selling turn-key Network Deployment solutions, Site Development and/or Tower Services is a huge  plus, but not mandatory by any means.Extensive experience in all aspects of business development and sales management within the wireless industry, as well as a strong understanding of customer requirements, carrier sales cycle and market dynamics.Proven track record of breaking in to new carrier accounts and sustaining consistent sales achievement.Knowledgeable of influence inflection points, strategic account selling and driving the full life-cycle of activities within a large carrier account.Demonstrated ability to proactively build and maintain a comprehensive network, both internally and externally, in order to successfully navigate through client organizations.A sophisticated range of communication and presentation skills in order to present complex ideas in a simple and compelling way to a wide variety of audiences."
"Sales Engineer","Automotive and Parts Mfg","Columbus, OH","Title: Sales Engineer, Bushings & Sleeve Bearings HEF USA is the US subsidiary of France based HEF Group. The HEF Group has been a global leader in the science of tribology (wear & friction) for more than 50 years. Today, HEF is active in more than 20 countries throughout Europe, Asia, and the Americas, engaged in providing Liquid Nitriding services & chemicals; PVD-based coating services; tribology testing services; and supplying engineered bushings for demanding industrial applications. For more information about HEF USA, please visit www.hefusa.net. HEF’s high performance bushings, sleeve bearings, pins and joints are used for demanding applications in industries such as construction, mining, railroad, steel processing, material handling and agriculture. HEF bushings are recognized worldwide for their excellent frictional and anti-seizure properties, and their ability to withstand high loads. HEF bushings are also industry’s choice for applications requiring extended intervals between lubrication.  HEF USA is currently looking for a Sales Engineer to expand and diversify our Bushing sales activity in US and Canada.  Candidate location:HEF USA headquarters are located in Springfield, OH.  It is preferable if the candidate lives within 50-miles of Springfield, Ohio.  For the right candidate, the location may be flexible (Central /Western/Northern Ohio, South-East Michigan, Central / Eastern Indiana area) and the possibility of working from a home office.  Significant travel is involved across the US and Canada.Job Responsibilities: To increase Bushings sales within our current market segment and diversify the areas of application for our current portfolio of Bushings and associated products.  Target industries include: Construction equipment, Mining, Railroad, Steel processing, Industrial Machinery, Material Handling, Oil & Gas; Port and Marine; Hydropower; Power Generation and Agriculture Machinery. Sales Engineer Job Duties: ·        Generate sales of HEF’s Engineered Industrial bushings and sleeve bearings to new accounts and diversify the application of these products into new market segments.·        Identify current and future customer service requirements by establishing personal rapport with potential and actual customers and other persons in a position to understand operating & performance requirements. Provide product and service related technical and engineering information by answering questions and requests.·        Understanding the technical and product performance issues being faced by the customer and conveying the relevant details to HEF Application Development engineers; coordinating testing at customer location and providing performance feedback to facilitate development of optimum solutions. ·        Gain customer acceptance by explaining value enhancements that can be achieved when using HEF’s Industrial bushings and sleeve bearings.·        Prepare price quotes by obtaining and reviewing information supplied by the customer and reviewing the same with the HEF Group Bushing design team in France.·        Develop customer's staff by providing technical information.·        Prepare sales reports by collecting, analyzing, and summarizing sales information, engineering and application trends.·        Maintain professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; participating in professional societies.·        Contribute to sales engineering effectiveness by identifying short-term and long-range issues that must be addressed; providing information and commentary pertinent to deliberations; recommending options and courses of action; implementing directives Skills/Qualifications:  ·        4-year science / engineering degree or equivalent – preferably in Mechanical engineering.·        3-5 years of experience in technical sales of engineered metal products - preferably Bushings, Bearings etc.·        Preference for individuals who have industrial sales experience within targeted industries such as, Construction equipment, Mining, Industrial Machinery, Material handling.·        Strong consultative selling skills.·        Excellent interpersonal, verbal and written communication skills are required.·        Experience in managing multiple accounts through the various steps of application development, product launch and on-going account maintenance.·        Ability to communicate effectively with various stakeholders within the customer’s organization – product design engineers, purchasing, maintenance managers. ·        Strong mechanical aptitude. We offer a competitive salary, commission, car allowance, excellent health benefits and 401(k) plan, etc.   "
"Sales Manager","Engineering Services","Houston, TX","Sasol (USA) Corporation is expanding its existing Louisiana Chemical Operations with the development of a world-scale ethane cracker that will produce 1.5 million tons of ethylene and other downstream derivatives per year.  The ethane cracker will enable Sasol to expand its differentiated ethylene derivatives business, while helping to strengthen U.S. manufacturing, boost exports and spur economic growth.Due to our tremendous growth we are recruiting for a Sales Manager Adhesives, North America, reporting to the Manager of Sales and Marketing Adhesives, Polymers and Asphalt Additives , USA and is located in Houston, Texas.  Sasol offers a comprehensive total rewards package with market-related compensation and benefits that are consistent across our sites in the USA.  The total rewards package is competitive within our industry and is designed to attract and retain our most valuable assets - our employees.  Come be a part of our Growing Team!!! Aerial View of Construction on Sasol's US Mega Project - YouTube https://www.youtube.com/watch?v=-K_b5I-Eb_o   Position Requirements:   Implements all sales and marketing efforts related to the business in the relevant Market Segment in North America Executes M&S strategy and market development plans for the relevant Market Segment in North America. Implements commercialization and sales while maximizing the revenue and profit potential. Promotes the establishment of strong customer relationships to ensure continuing relationships and future growth Chairs in important customer negotiations. Obtains and communicates market intelligence information on competitive products, demand and supply development Uses IT tools and P2PR methodologies in order to maximize margins and optimizes customer and product portfolio Lead the development of Pre-negotiation documents in case of corresponding contract negotiations Works closely with the product managers to implement the relevant strategy for the application responsibility. Manages the sales of products into the region. Responsible to work within the agreed operational budget. Achieve business plan for North America Present sales budgets, volume and pricing forecasts and competitor activities. Manage customer complaints and ensure alignment of solutions with customer expectations.   Experience and/or Educational Requirements:   Bachelor's Degree in Chemistry, Science or Engineering 5 plus years of experience in the chemical industry required Commercial background in the NAFTA region (preferred) Industry specific knowledge particularly Hot Melt Adhesives (products, applications, customers, competitors) Analytical skills Thorough communication, relationship building, selling and presentation skills (e.g. interacting with customers, negotiating, building trust, partnerships and decision making) Ability to identify value adding opportunities in the region. Customer- service and solution-oriented personality (e.g. self-motivation, delivering high quality solutions and services, demonstrating flexibility) Successfully work in a global cross-functional environment Good knowledge of MS Office software Fluency in English, basic Spanish communication (a plus)   Sasol treats work-authorized job applicants equally in recruiting and hiring without regard to their citizenship status or national origin unless required by law, regulation, executive order, government contract, or determination by the Attorney General.   Please note Sasol will not sponsor, obtain, and/or petition for temporary visa status (for example, E, F-1, H-1, H-2, L, B, J, or TN) for candidates for this position and/or personnel hired for this position.   We are not accepting unsolicited resumes from 3rd party recruitment agencies, therefore we will not a pay a fee for resumes submitted.  "
"Sales Manager","Computer/IT Services","Us - Field - California, NH","Job DescriptionJob Summary:Responsible for selling FLIR products and accessories into the Fire Service market segment. Detailed Description:The successful candidate will have the following responsibilities:Lead, manage and develop sales through channel partners, agents and distributors in the US (West Coast)Review and evaluate current sales channelsSign new distributors to fill gaps in coverageEvaluate other potential sales channels and partnersProvide product training to distributors and end-usersSupport distributors and channel partners in tendersPromote sales and product training to existing and new channel partners and end-usersDevelop, manage and implement initiatives to strengthen salesUpdate weekly bookings forecasts and quarterly reportsProvide responses for product and technical questionsParticipate at conferences, trade shows and others events as requiredProvide specifications and quotes to prospective clientsRequirements:Minimum of 7 years experience in sales, business development and account management Experience in the fire and rescue hardware equipment sectorAble to travel 75% Proficiency in Microsoft Office SuiteMust be able to load, unload and setup equipment weighing 50 to 70 poundsClean driving recordPreferred Skills/Experience:Bachelor's degree in business or technical areaDetail oriented with excellent organizational skills3+ years of infrared experience#TrackingJobBody ul{line-height: 20px; !important;}"
